sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
ACTI,00070985,NorWordWallWordBah,1,1,182067,-115941,0,0.0
ACTI,000709A9,NorWordWallWordQo,1,1,182067,-115941,0,0.0
DOOR,0010DE06,WinterholdTrapdoor01,1,1,116615,113408,0,0.0
DOOR,0007C914,ImpDoorExtHoleDoorLoadMinUse01,1,1,64384,10678,0,0.0
ACTI,0010AD2F,Water1024CreekFlow,1,1,-80197,26614,0,0.0
DOOR,0005CBBC,ImpWellDoor,1,1,167115,-72609,0,0.0
STAT,00058EDC,TG08AMarkerStone,1,1,172775,-107791,0,0.0
TACT,00025BFA,DBBlackDoorActivator,1,1,-42175,-83965,0,0.0
ACTI,0004E4D5,DA09MeridiaStatue,1,1,-93779,98670,0,0.0
ACTI,0004D90E,DA02ShrineApproachTrigger,1,1,162547,26525,0,0.0
DOOR,001092A9,WinterholdGate01,1,1,114904,110169,0,0.0
DOOR,0010C62A,ImpWoodDoorCaveLoad01,1,1,173771,-107853,0,0.0
DOOR,0004E300,ImpDoorExtHoleDoor01,1,1,145173,-91250,0,0.0
ACTI,000430A4,MQ206TimeWound,1,1,56044,-47760,0,0.0
TACT,00019516,DBBlackDoorDawnstarActivator,1,1,31559,113673,0,0.0
IDLM,000AD7B3,MS14LaeletteAtGrave,1,1,-43431,64037,0,0.0
STAT,00078DC0,XMarkerSnow,1,1,158621,4755,0,0.0
DOOR,00050973,WRDoorMainGate01,1,1,19312,-7424,0,0.0
DOOR,00107F04,WinterholdLDoor02,1,1,117256,112520,0,0.0
ACTI,000709B9,NorWordWallWordWuld,1,1,-138759,93332,0,0.0
ACTI,000709A3,NorWordWallWordNah,1,1,-138759,93332,0,0.0
ACTI,00070997,NorWordWallWordKest,1,1,-138759,93332,0,0.0
ACTI,0007099D,NorWordWallWordIiz,1,1,94912,64899,0,0.0
ACTI,000709AF,NorWordWallWordSlen,1,1,94912,64899,0,0.0
ACTI,000709A6,NorWordWallWordNus,1,1,94912,64899,0,0.0
ACTI,000709B6,NorWordWallWordViik,1,1,-41624,34895,0,0.0
ACTI,00070992,NorWordWallWordHaal,1,1,-41624,34895,0,0.0
ACTI,000709BF,NorWordWallWordZun,1,1,-41624,34895,0,0.0
ACTI,000FF56B,NorWordWallWordGutMeyZul,1,1,67941,19855,0,0.0
ACTI,000709A4,NorWordWallWordNir,1,1,151003,-54467,0,0.0
ACTI,000709BA,NorWordWallWordYah,1,1,151003,-54467,0,0.0
ACTI,0007099C,NorWordWallWordLaas,1,1,151003,-54467,0,0.0
ACTI,00070983,NorWordWallWordAus,1,1,82626,-101531,0,0.0
ACTI,00060BAF,NorWordWallWordLun,1,1,82626,-101531,0,0.0
ACTI,0007099B,NorWordWallWordKrii,1,1,82626,-101531,0,0.0
ACTI,00070990,NorWordWallWordGron,1,1,-92265,-41711,0,0.0
ACTI,000709BD,NorWordWallWordZii,1,1,-92265,-41711,0,0.0
ACTI,00070984,NorWordWallWordFeim,1,1,-92265,-41711,0,0.0
STAT,00030423,CW3MissileWideAttacker,1,1,31215,63256,0,0.0
CONT,0009E46D,MerchantMorKhazgurBlacksmithChest,1,1,-152009,79910,0,0.0
FURN,0010ACAA,HadvarWriteLedger,1,1,14680,-81711,0,0.0
CONT,0007434B,MerchantCaravanAChest,1,1,-69596,101529,0,0.0
CONT,0007434D,MerchantCaravanBChest,1,1,-160443,4090,0,0.0
CONT,0007434E,MerchantCaravanCChest,1,1,35696,104056,0,0.0
MSTT,000B945E,FXMistLowSwirls01,1,1,-39614,-18272,0,0.0
IDLM,0010082E,SearchingTableandChestIdleMarker,1,1,14651,-83209,0,0.0
STAT,0010C4B6,INV_SkyrimCloudDistant05_O,1,1,75265,2679,0,0.0
STAT,000273D4,SkyrimCloudShape02_25,1,1,-101941,-30877,0,0.0
STAT,0010C490,INV_SkyrimCloudShape05_O_50,1,1,61610,4158,0,0.0
STAT,0010C496,INV_SkyrimCloudShape04_O_50,1,1,98664,-30509,0,0.0
STAT,0010C4A8,INV_SkyrimCloudShape01_O_50,1,1,64889,54911,0,0.0
STAT,00027289,SkyrimCloudShape06_O_50,1,1,-99999,79350,0,0.0
STAT,000273F5,SkyrimCloudDistant06_O_50,1,1,169006,-128828,0,0.0
STAT,000274A6,SkyrimCloudDistant01_O_25,1,1,124920,-117213,0,0.0
STAT,000273FA,SkyrimCloudDistant06_O_25,1,1,140104,-114978,0,0.0
STAT,0010C4A3,INV_SkyrimCloudShape02_O_25,1,1,177753,-131993,0,0.0
STAT,0002746E,SkyrimCloudDistant03_O_25,1,1,186421,-46761,0,0.0
STAT,000274B7,SkyrimCloudDistant01_25,1,1,201541,-90642,0,0.0
STAT,0010C4B8,INV_SkyrimCloudDistant05_25,1,1,202379,-87109,0,0.0
STAT,0002740C,SkyrimCloudDistant06_25,1,1,230342,-129224,0,0.0
STAT,0010C4BB,INV_SkyrimCloudDistant04_O_25,1,1,-29503,-102489,0,0.0
STAT,0010C4CA,INV_SkyrimCloudDistant02_25,1,1,-76790,-37833,0,0.0
STAT,0010C4AE,INV_SkyrimCloudDistant06_O_50,1,1,58449,-34776,0,0.0
STAT,0010C4BA,INV_SkyrimCloudDistant04_O_50,1,1,50361,-30118,0,0.0
STAT,000C2B13,NorDwelling03ExtCourtBSnowLight,1,1,10081,31436,0,0.0
STAT,0003132F,TundraPond01,1,1,25263,26207,0,0.0
STAT,000F48E9,StockadeScaffoldBridge03,1,1,15278,18876,0,0.0
MSTT,000D2027,CityBannerWhiterun03,1,1,32098,13335,0,0.0
STAT,0003CDF2,WRWallTotem01,1,1,31489,13824,0,0.0
STAT,0008278C,WRBrazierBowl01,1,1,31345,14017,0,0.0
STAT,000DCD68,WRWallStr01Stockades02,1,1,31845,12803,0,0.0
STAT,00090D17,WRGuardHouse01Arch01,1,1,31415,13696,0,0.0
ACTI,0010D08F,MineOreSilver02_LTundraRocks,1,1,32261,7743,0,0.0
ACTI,0010D05A,MineOreGold04_LTundraRocks,1,1,32231,4128,0,0.0
ACTI,0010D06D,MineOreMoonstone03_LRocks,1,1,2106,24558,0,0.0
ACTI,0010D067,MineOreMoonstone01_LRocks,1,1,1932,24546,0,0.0
BOOK,00063A0F,dunSilentMoonsLunarBook,1,1,3846,17369,0,0.0
ALCH,0003EB09,FortifyHealRate01,1,1,3612,12666,0,0.0
ALCH,0003EAF4,FortifyHealth02,1,1,3630,12668,0,0.0
ALCH,0003EAE4,RestoreMagicka04,1,1,2998,13089,0,0.0
ACTI,0010D08C,MineOreSilver01_LTundraRocks,1,1,3131,9983,0,0.0
STAT,0005A08D,WRCastleStoneTower01Porch,1,1,29218,2639,0,0.0
STAT,00056ABE,WRCastleStoneTower01,1,1,29218,2639,0,0.0
STAT,000E7B04,WRCloudDistrictTerrainLOD,1,1,28160,1568,0,0.0
STAT,0008FC40,WRCastleMainBuilding01LOD,1,1,28313,1734,0,0.0
STAT,0008FC43,WRCastleBridge01LOD,1,1,26783,153,0,0.0
BOOK,000DD998,dunPOISmugglersDenNote,1,1,21980,3882,0,0.0
STAT,000F5721,ImpWoodbeam02Light_SN,1,1,29374,63209,0,0.0
STAT,0007184A,ImpStableEnd01Snow,1,1,28683,62704,0,0.0
STAT,0003E229,ImpWoodbeam03,1,1,27416,62702,0,0.0
STAT,0006F765,ImpExtIceBldgICorner02,1,1,28316,60345,0,0.0
ACTI,000D2336,DoomstoneLord,1,1,5508,56411,0,0.0
STAT,000F1FA2,RockAnimalDenDirt01_LightSN,1,1,31782,51015,0,0.0
STAT,000A4DC7,RockPileL02SnowRocks01,1,1,30185,45121,0,0.0
FURN,0006E7AE,DweFurnitureChair01R,1,1,26287,45532,0,0.0
FURN,0006E7AD,DweFurnitureChair01L,1,1,26270,45691,0,0.0
MISC,00027F15,DwarvenHighPlate01,1,1,26267,45627,0,0.0
MISC,000C8864,DwarvenPlateMetalLarge,1,1,26338,45624,0,0.0
ARMO,000877C9,JewelryRingGoldDiamond,1,1,2442,35071,0,0.0
STAT,000CD781,StatueDibellaSnow,1,1,29956,85796,0,0.0
MISC,0008632C,Glazed02Jug01,1,1,30051,85714,0,0.0
MISC,000B9BDA,GlazedGoblet01,1,1,30089,85805,0,0.0
BOOK,00088FE8,dunMzinchaleftWorkOrder,1,1,7445,84409,0,0.0
STAT,0006DD5D,DweFacadeBridgeRampCCW01Snow,1,1,6267,85963,0,0.0
STAT,0006DD5E,DweFacadeBridgeRampCW01Snow,1,1,5028,84600,0,0.0
ACTI,000956BA,defaultForceEvaluatePackageTrigger,1,1,10123,72927,0,0.0
SOUN,00097618,AMBDarkBrotherhoodDoorLP,1,1,31608,113586,0,0.0
ACTI,00064E76,DawnstarSancOutsideDoorTrig,1,1,31529,113738,0,0.0
ACTI,00064E74,DBDawnstarSancExteriorTrig,1,1,31490,113674,0,0.0
WEAP,0007A91A,Scimitar,1,1,6823,108116,0,0.0
ARMO,00086993,ClothesFineBoots01,1,1,6822,108146,0,0.0
STAT,0001C571,Walkway02,1,1,28546,105896,0,0.0
MSTT,001074B8,SignDawnstarWindpeakInn,1,1,29236,102330,0,0.0
BOOK,0001AFEE,SkillDestruction3,1,1,11053,101689,0,0.0
STAT,000F2033,FishRack01Light_SN,1,1,11151,101740,0,0.0
ACTI,0010D026,MineOreIron03_LDirt02,1,1,858,115708,0,0.0
STAT,00013BF1,NorHallBg1wayEndCap01,1,1,56336,31691,0,0.0
STAT,00020940,NorHallBg1wayEndExBg01,1,1,56147,32167,0,0.0
STAT,0002A5FA,NorRmSmWallSideExBg01,1,1,56100,32286,0,0.0
STAT,00013F88,NorRmSmWallSideExSm01,1,1,55912,32762,0,0.0
ACTI,0010D08A,MineOreQuicksilver04_LTundraRocks,1,1,43470,9223,0,0.0
MISC,00098624,SilverPlate01,1,1,52707,8081,0,0.0
ACTI,0010D086,MineOreQuicksilver03_LTundraRocks,1,1,43593,6402,0,0.0
STAT,0003E215,ImpLRoomPillar05,1,1,32843,4417,0,0.0
STAT,000A08B3,NorRmSmFloorRaised02Snow,1,1,59173,55182,0,0.0
LIGH,0002EDF5,BleakFallsTorchlight01NS,1,1,59439,54975,0,0.0
STAT,000D8DAA,RoadSignDawnstar01R,1,1,55806,49540,0,0.0
MISC,000E729E,SteelBattleAxeBrokenTop,1,1,43924,47098,0,0.0
MISC,000E72A0,SteelBattleAxeBrokenHandle,1,1,43916,47044,0,0.0
FLOR,000F675F,FloraMushroom06SmallDirt01,1,1,58748,43661,0,0.0
STAT,00042877,FXSnowDriftFlatHalf01,1,1,55868,32879,0,0.0
STAT,000D0B5E,WHIntWoodLadder01_snow,1,1,64656,89336,0,0.0
DOOR,000A56FF,RiftenDoor02,1,1,63907,89622,0,0.0
ALCH,0003A5A4,DamageHealth01,1,1,64300,88578,0,0.0
FURN,000752B9,BedrollHay01LSnow01L,1,1,35231,83770,0,0.0
STAT,000CC767,RockPileL01Dirt01,1,1,38827,78498,0,0.0
STAT,000C6899,ImpExtBlocks02SnowLight,1,1,54454,71595,0,0.0
STAT,000C689A,ImpExtBlocks03SnowLight,1,1,53430,71836,0,0.0
STAT,0005D6E8,ImpChandellierNoCandle01,1,1,53690,70756,0,0.0
STAT,000C689B,ImpExtBlocks04SnowLight,1,1,43046,72561,0,0.0
ACTI,0010DAED,MineOreGold04_LCoastBeach,1,1,63990,123630,0,0.0
SLGM,0002E4E5,SoulGemLesserFilled,1,1,51721,122089,0,0.0
ARMO,000C891B,ReligiousMaraLove,1,1,38748,112905,0,0.0
STAT,0007526B,SlighthouseFire01,1,1,34483,111326,0,0.0
STAT,000EF696,RockPileL03WetDirt01,1,1,63842,110071,0,0.0
CONT,000EF5F6,POIYisraBurnt,1,1,60765,104202,0,0.0
BOOK,000A2703,SpellTomeFlameCloak,1,1,60787,104300,0,0.0
STAT,000EE32A,RockCliffMineEntrance02Dirt01Snow,1,1,36034,103337,0,0.0
WEAP,000461DA,CrGiantClub,1,1,67796,29536,0,0.0
STAT,00100098,DweFacadeTowerArch1x3Snow,1,1,89666,28051,0,0.0
STAT,000B2D2C,DweDoorLarge01STATIC,1,1,80443,26833,0,0.0
STAT,000F540B,DweFacadeTower2x3Snow,1,1,78688,26157,0,0.0
STAT,00076608,DwePlatBgStairMid01Snow,1,1,79885,27830,0,0.0
STAT,000B7CA2,DwePlatWallStair01Snow,1,1,79517,26624,0,0.0
STAT,000B7C9F,DwePlatMid01Snow,1,1,79324,26792,0,0.0
STAT,0002A34B,StockadeWoodbeam02Light_SN,1,1,80092,28084,0,0.0
STAT,00083ADC,NorTentSmallLightSnow,1,1,77297,24648,0,0.0
STAT,000F540C,DweFacadeTower2x2Snow,1,1,75484,25366,0,0.0
STAT,0006DD57,DweFacadeBalconyCap01Snow,1,1,77154,26089,0,0.0
STAT,000FF8F1,DweFacadeTowerPTSnow,1,1,76219,24750,0,0.0
MISC,000C886A,DwarvenScrapMetal,1,1,86200,16512,0,0.0
MISC,00027F06,DwarvenHighBowl02,1,1,86159,16552,0,0.0
STAT,0010D2CE,DweClutterPedestal02_Snow,1,1,86088,16561,0,0.0
STAT,000EB34A,DweFacadeHallSm4way01SnowLight,1,1,85983,18593,0,0.0
STAT,00092B21,DwePtnWall01A,1,1,87749,15352,0,0.0
STAT,000F540E,DweFacadeTower2x4Snow,1,1,87391,15391,0,0.0
ACTI,0010D01D,MineOreCorundum02_LDirt02,1,1,96016,2513,0,0.0
BOOK,0001AFC3,Book0MysteryOfTalaraV1,1,1,74656,1160,0,0.0
BOOK,0001AF8F,Book2ReligiousSongofPelinalV6,1,1,74653,1145,0,0.0
BOOK,0001AFC1,Book0DanceInFireV4,1,1,74659,1167,0,0.0
BOOK,0001AF90,Book2ReligiousSongofPelinalV7,1,1,74660,1170,0,0.0
BOOK,0001ACD4,Book2CommonMysteriousAkavir,1,1,74661,1198,0,0.0
STAT,000F71E9,Tombstone02Light_SN,1,1,76259,63248,0,0.0
STAT,000F71E8,Tombstone03Light_SN,1,1,76258,62881,0,0.0
MISC,000F6767,dunWaywardPassSkull01,1,1,76220,63134,0,0.0
ARMO,000CC848,ReligiousArkayLifeDeath,1,1,76197,63188,0,0.0
IDLM,000E8644,WarmHandsStandIdleMarker,1,1,70998,57467,0,0.0
ACTI,00067057,dunIronbindGoAheadTRIG,1,1,71695,57727,0,0.0
STAT,000A0718,NorHallExSmExtension01Snow,1,1,94419,53635,0,0.0
FLOR,000DB6BC,FloraMushroom02Dirt01,1,1,87600,50779,0,0.0
MSTT,001074BA,SignDawnstarNightgateInn,1,1,73889,47000,0,0.0
CONT,0009E48E,MerchantHeljarchenBlacksmithChest,1,1,71116,46106,0,0.0
STAT,000F693A,FrozenMarshIceLandBrokenL01Skirt,1,1,83474,42339,0,0.0
BOOK,0001AFD8,SkillTwoHanded1,1,1,80417,96799,0,0.0
ALCH,0003EB32,FortifySkillBlock01,1,1,80396,96814,0,0.0
WEAP,00013987,SteelGreatsword,1,1,80399,96870,0,0.0
STAT,000F1FEA,NorTmpExtPlatStairMid02Heavy_SN,1,1,80533,96931,0,0.0
STAT,00065CB5,NorBridgeRmBgWallFrontExSm02_HeavySN,1,1,92043,91981,0,0.0
STAT,00065CBF,NorBridgeMid04_HeavySN,1,1,92853,91759,0,0.0
STAT,00065CB3,NorBridgeMid03_HeavySN,1,1,92474,91838,0,0.0
STAT,0001600C,NorRmBgWallSide01,1,1,92246,92263,0,0.0
STAT,000F9998,CommonTableSquare01Light_SN,1,1,92672,91448,0,0.0
STAT,000F3E54,StockadeScaffoldBridge02Light_SN,1,1,93999,90875,0,0.0
STAT,000F3E30,StockadeScaffoldBridge01_LightSN,1,1,92736,91040,0,0.0
STAT,000F630B,StockadeWoodplanks02Light_SN,1,1,91530,90887,0,0.0
STAT,000DC851,DweFacadeTowerRoof02SnowHeavy,1,1,80623,84269,0,0.0
BOOK,0008ACD1,dunAlftandManifestJournal01,1,1,79608,78668,0,0.0
STAT,000F7571,HandCart02Heavy_SN,1,1,79432,77914,0,0.0
STAT,00071831,ShackRoofMid04Snow,1,1,79463,78564,0,0.0
STAT,000FF8F2,DweFacadeTowerTPSnow,1,1,76009,78680,0,0.0
STAT,000FF8EF,DweFacadeTowerArchAPSnow,1,1,75982,78972,0,0.0
CONT,00042746,TreasBurntCorpse02,1,1,94659,67142,0,0.0
STAT,000C531E,RockAnimalDenCoastOceanFloor01,1,1,80483,119872,0,0.0
STAT,0002FFFB,ShipwreckLarge01,1,1,83520,118074,0,0.0
BOOK,0001AFFA,SkillHeavyArmor5,1,1,72114,110753,0,0.0
ACTI,000587D4,PortGatePole05,1,1,72109,110704,0,0.0
BOOK,0001AFE3,SkillOneHanded1,1,1,89684,109961,0,0.0
ACTI,000DDEF8,dunMiddenVelehkChestTRIG,1,1,89290,108995,0,0.0
MISC,00098627,SilverBowl02,1,1,89236,109012,0,0.0
ARMO,000877CA,JewelryRingGoldEmerald,1,1,89240,109006,0,0.0
ARMO,000CC846,ReligiousTalosMankind,1,1,89235,109022,0,0.0
BOOK,000BB3D3,dunShipwreck04TriusNote,1,1,84010,109730,0,0.0
STAT,0005C020,PeltFarmWall03,1,1,84119,109828,0,0.0
ACTI,000D2338,DoomstoneTower,1,1,71753,106134,0,0.0
STAT,00025265,RockCliff08SnowRocks01,1,1,114973,31832,0,0.0
STAT,000982D6,RuinsSconceBaseSnow,1,1,128790,24544,0,0.0
BOOK,000ED04D,Book2ReligiousTalosWorship,1,1,128802,24520,0,0.0
STAT,000C9B60,ImpExtIceBldgSecondCorner04_NoIce,1,1,119104,21760,0,0.0
ARMO,000A6D7D,ArmorStormcloakGauntlets,1,1,109985,20795,0,0.0
ARMO,000A6D79,ArmorStormcloakHelmetFull,1,1,110018,20556,0,0.0
STAT,000C9B54,ImpExtIceTowerShort01_NoIce,1,1,117894,19392,0,0.0
STAT,000F491C,Campfire01LandOffRocks01,1,1,103508,19424,0,0.0
ARMO,0006C1D8,ClothesFarmClothesVariant04,1,1,121593,7188,0,0.0
BOOK,000E7EF0,Book2CommonPirateKing,1,1,121712,6760,0,0.0
STAT,00090725,RockPileL04VolcanicDirt01,1,1,119628,3299,0,0.0
STAT,000B7A49,ImpRubblePileCeilingSmall01snow,1,1,111104,53820,0,0.0
STAT,000B7A47,ImpRubblePiece02snow,1,1,113383,55822,0,0.0
STAT,0005EA3C,RuinsAltarSnow,1,1,111262,51183,0,0.0
INGR,00023D6F,BirdEgg02,1,1,111276,51155,0,0.0
SCRL,0009659F,ConjureFamiliarScroll,1,1,111259,51099,0,0.0
STAT,00019845,DirtCliffsCornerIn01Snow01,1,1,110439,52973,0,0.0
STAT,0009A322,WHinnerbeam01,1,1,130671,42401,0,0.0
STAT,00080CDD,WHValunstradLOD02,1,1,130597,39806,0,0.0
STAT,0008718D,Whouterwall2,1,1,128830,38176,0,0.0
STAT,000DF0E3,WHprisonwall04,1,1,130016,35632,0,0.0
STAT,0009513F,WHouterwallC1,1,1,129408,34944,0,0.0
WEAP,000ECD53,POIMageRundisDagger,1,1,124080,96984,0,0.0
MISC,000E42E1,SilverCandleStick03Off,1,1,124126,97007,0,0.0
STAT,00086015,SilverCandleStick03,1,1,124077,97048,0,0.0
MISC,00098626,SilverBowl01,1,1,124095,97011,0,0.0
INGR,0003AD5F,FrostSalts,1,1,124072,97022,0,0.0
INGR,0003AD6A,IceWraithTeeth,1,1,124083,96993,0,0.0
STAT,00033DCA,ShrineOfAzura01,1,1,110514,79564,0,0.0
STAT,000A2FEC,FalmerTentLargeSnow,1,1,100346,79085,0,0.0
STAT,000B9F5D,FalmerFence01,1,1,99996,78332,0,0.0
STAT,000B9F5F,FalmerFence03,1,1,100203,78329,0,0.0
BOOK,0001AFE7,SkillConjuration1,1,1,99195,76358,0,0.0
STAT,00074E7A,DweClutterArchLarge01SnowLight,1,1,99091,76335,0,0.0
STAT,00074DAC,DweCivWarWallEndpost01Snow,1,1,99112,75294,0,0.0
STAT,00074D9F,DweFacadeTowerBase01Snow,1,1,99111,75307,0,0.0
STAT,00074D1D,DwePlatCorOut01SnowLight,1,1,98750,75427,0,0.0
STAT,00074CDE,DweShaftRmLgBot01LightSnow,1,1,99131,76248,0,0.0
SCRL,000965A1,FuryScroll,1,1,99573,128589,0,0.0
STAT,000F5BDD,MetalCageLongSingle01Snow,1,1,99864,128969,0,0.0
BOOK,0001B012,SkillIllusion4,1,1,122177,121531,0,0.0
MSTT,00016442,FXMistLow02Adjust,1,1,121925,121249,0,0.0
STAT,0003A209,NorRmSmWallSideDam02,1,1,122002,121670,0,0.0
ACTI,00079B2D,MG02AmuletTrigger,1,1,116541,111675,0,0.0
STAT,00108BC6,WinterholdExtTowerRingBase,1,1,116384,111648,0,0.0
STAT,00106C9D,WinterholdSpire,1,1,116361,111625,0,0.0
STAT,001060C9,WinterholdExtCenter01,1,1,116384,111648,0,0.0
STAT,000D068D,MageStatue,1,1,116569,111841,0,0.0
STAT,000344B7,CaveISFloor01,1,1,115019,112282,0,0.0
STAT,00105568,WinterholdExtEntRing01,1,1,116384,111648,0,0.0
STAT,00105569,WinterholdExtTower01,1,1,116384,111648,0,0.0
ACTI,00099F79,MGRitualSummonTrigger,1,1,113713,111643,0,0.0
STAT,0010E9E6,NorExtRubblePiece02,1,1,117247,106847,0,0.0
STAT,0010E9E9,NorExtRubblePiece05,1,1,115590,107404,0,0.0
ACTI,000596FD,MG08CollegeTrigger1,1,1,115199,110451,0,0.0
ACTI,0001BBD0,MGDoorOpenTrigger,1,1,114949,110218,0,0.0
STAT,0010E9EB,NorExtRubblePiece03_HeavySN,1,1,115307,108913,0,0.0
LIGH,000D9DAD,MGEyeCollegeLight01,1,1,113607,108847,0,0.0
STAT,00106E5C,WinterholdExtBridge01,1,1,111813,107077,0,0.0
STAT,0010E9E5,NorExtRubblePiece04,1,1,116193,106380,0,0.0
STAT,000DAEE3,Farmhouse05Destroyed01Snow,1,1,112073,103171,0,0.0
ACTI,00037A5F,MG01AtronachTrigger,1,1,109824,105695,0,0.0
STAT,000DAEE0,Farmhouse06Destroyed02Snow,1,1,111215,100381,0,0.0
MSTT,0010EAC4,SignFrozenHearth01,1,1,110083,101371,0,0.0
SOUN,000E32A1,AMBDungeonIceWindRadius2DLP,1,1,115454,141022,0,0.0
MSTT,000D201A,GenericBannerBlue02,1,1,32013,-106461,0,0.0
MSTT,000D2019,GenericBannerBlue01,1,1,31774,-106427,0,0.0
STAT,00091A02,WalkwayCWallGate01Snow,1,1,27730,-116227,0,0.0
STAT,00097830,RuinsShelfSmallFullSnow,1,1,20774,-69840,0,0.0
STAT,0009782F,RuinsShelfLargeHalfSnow,1,1,20609,-70058,0,0.0
STAT,000C1DBF,ImpExtIceBldgMid02_NoIce,1,1,16562,-77697,0,0.0
STAT,000C1DC6,ImpExtIceBldgCorner02_NoIce,1,1,15810,-76300,0,0.0
STAT,000C9B5F,ImpExtIceTower01_NoIce,1,1,15568,-77318,0,0.0
SOUN,0010E2E6,QSTE3TowerHoleMonoCACHE,1,1,16404,-81256,0,0.0
STAT,000C1DBD,ImpExtIceBridge01_NoIce,1,1,17516,-78338,0,0.0
STAT,00026908,WalkwayRamp01,1,1,18602,-80751,0,0.0
AMMO,00020DDF,CWArrow,1,1,17278,-79898,0,0.0
SOUN,0010E2E7,QSTE3TowerHoleStereoCACHE,1,1,16380,-81230,0,0.0
MSTT,000D2047,CivilWarBannerImpBurnt04,1,1,15675,-81880,0,0.0
MSTT,000D2044,CivilWarBannerImpBurnt01,1,1,15836,-80633,0,0.0
STAT,0010912F,ImpExtHelgenWallDivider01NOLOD,1,1,15734,-80340,0,0.0
STAT,000C1DC0,ImpExtIceBldgMid03_NoIce,1,1,15578,-77978,0,0.0
STAT,000C1DC8,ImpExtIceBldgCorner04_NoIce,1,1,14052,-79465,0,0.0
STAT,000C1DC5,ImpExtIceBldgCorner01_NoIce,1,1,15529,-79043,0,0.0
STAT,000C1DCB,ImpExtIceBldgICorner03_NoIce,1,1,15247,-78059,0,0.0
STAT,00099D35,SkeeverNestScatter02,1,1,15528,-81628,0,0.0
BOOK,0001B003,SkillLightArmor4,1,1,4240,-78883,0,0.0
FURN,00105299,WallCornerPeekR,1,1,14796,-82774,0,0.0
STAT,00108CF2,FarmInnDestroyed02,1,1,16257,-83652,0,0.0
STAT,000C1D50,ImpExtIceTowerShellBase01_NoIce,1,1,14712,-83122,0,0.0
STAT,000C1DBC,ImpExtIceTowerShellDoor03_NoIce,1,1,14712,-83122,0,0.0
STAT,000C1DBB,ImpExtIceTowerShellStairs01_NoIce,1,1,14712,-83122,0,0.0
STAT,000E41DC,BurntRubbleNoDirt07,1,1,16211,-83416,0,0.0
STAT,000E41DB,BurntRubbleNoDirt06,1,1,16139,-83676,0,0.0
ARMO,00020159,CWDummyCuirassSons,1,1,32347,-92492,0,0.0
STAT,0007182C,ShackRoofCorner01Snow,1,1,32416,-93055,0,0.0
STAT,00071838,ShackWall02Snow,1,1,32032,-92799,0,0.0
STAT,00071842,ShackWallTopWindow01Snow,1,1,32159,-92543,0,0.0
STAT,00071830,ShackRoofMid03Snow,1,1,32160,-92799,0,0.0
STAT,0007182E,ShackRoofMid01Snow,1,1,32159,-92543,0,0.0
MSTT,000D200C,GenericBannerGreen01,1,1,30934,-90345,0,0.0
ACTI,0010FDE2,ChargenFxTrigger,1,1,22800,-94329,0,0.0
ARMO,000C5D11,ClothesWarlockRobes,1,1,3202,-66487,0,0.0
BOOK,0001AFE4,SkillOneHanded4,1,1,3159,-65732,0,0.0
MSTT,0001643B,FXSmokeWispsLg2x1Adjust,1,1,2560,-78656,0,0.0
STAT,00046186,DirtCliffsCornerIn01Dirt02,1,1,20485,-33942,0,0.0
ACTI,0002220C,MothSpawner,1,1,21434,-37114,0,0.0
ASPC,0002F78E,ExtMountainHeavyAcousticSpace,1,1,5027,-39224,0,0.0
MSTT,0003822B,SignRiverwoodSleepingGiantInn01,1,1,22758,-44339,0,0.0
ARMO,00056A9E,ArmorDraugrHelmet,1,1,20498,-44951,0,0.0
STAT,000C0520,WalkwayBend03,1,1,21144,-43654,0,0.0
STAT,000C0524,WalkwayFull03,1,1,21612,-44232,0,0.0
STAT,0004D7BD,WalkwayREnd01,1,1,18545,-42775,0,0.0
IDLM,000CED9B,LockPickIdleMarker,1,1,21948,-45645,0,0.0
MSTT,000B09EA,FXSmokeRiverwoodSmith01,1,1,20542,-45376,0,0.0
ACTI,00054183,MS13RiverwoodTraderExitTrigger,1,1,21919,-45587,0,0.0
MSTT,00038229,SignRiverwoodRiverwoodTrader01,1,1,21739,-45610,0,0.0
STAT,000C0522,WalkwayFull01,1,1,19741,-45917,0,0.0
STAT,00017BB6,FXspiderWebWall01,1,1,19475,-48091,0,0.0
STAT,00066742,RockCliff01FieldGrass02,1,1,11982,-52435,0,0.0
MSTT,000FC592,FXWaterfallSkirtSlopeNoMist,1,1,4332,-55999,0,0.0
STAT,0001EF4A,DirtCliffs03PineForest01,1,1,17005,-59123,0,0.0
STAT,000D8D9B,RoadSignFalkreath01L,1,1,5117,-62934,0,0.0
BOOK,0001AFC6,SkillAlchemy3,1,1,847,-52834,0,0.0
ALCH,000F431E,FoodVegetableSoup,1,1,622,-53005,0,0.0
ARMO,00013921,ArmorLeatherGauntlets,1,1,768,-52682,0,0.0
MISC,00068520,GemEmeraldFlawless,1,1,3661,-54011,0,0.0
STAT,0003AEA5,NorPlatWallStair02,1,1,2789,-59234,0,0.0
ACTI,000D232D,DoomstoneWarrior,1,1,2454,-59142,0,0.0
ACTI,000D232F,DoomstoneThief,1,1,2854,-59492,0,0.0
ACTI,000D232E,DoomstoneMage,1,1,2480,-59477,0,0.0
STAT,0003A1ED,NorVineFloor01,1,1,2603,-59462,0,0.0
STAT,00099F23,WRSkyForge01LOD,1,1,29312,-3744,0,0.0
