sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
?,00081322,<00081322>,2,2,63748,23974,11760,0.0
STAT,0202AD45,DLC2ImpStableSingle01_AshLight,2,1,51331,22529,169,0.0
?,0003F985,<0003F985>,2,2,51601,21712,1882,0.0
?,0003F976,<0003F976>,2,1,50102,22941,184,0.0
STAT,020195E8,DLC2TreePineForestBroken01,2,2,54888,35218,14543,0.0
STAT,02029F24,DLC2RockPileS01VolcanicAsh01_Ash,2,1,42933,23724,580,0.0
?,000A4E63,<000A4E63>,2,2,52983,17949,752,0.0
?,0002FB21,<0002FB21>,2,2,71959,44516,32750,0.0
?,0002FB22,<0002FB22>,2,2,71451,43893,32504,0.0
?,000D201F,<000D201F>,2,1,43839,19640,338,0.0
?,000E2618,<000E2618>,2,1,44124,19521,30,0.0
STAT,02020E63,DLC2dunKolbjornAshMound01,2,1,43316,19402,180,0.0
?,0003103A,<0003103A>,2,1,43508,19320,237,0.0
?,00038642,<00038642>,2,1,44036,19489,76,0.0
?,0005CD78,<0005CD78>,2,2,50776,31983,14072,0.0
?,0002FB5E,<0002FB5E>,2,2,50606,31861,14009,0.0
?,0002FB6D,<0002FB6D>,2,1,43623,19764,184,0.0
?,0005CD72,<0005CD72>,2,1,43712,19456,373,0.0
?,0005CCDB,<0005CCDB>,2,1,44032,19648,256,0.0
?,000009A0,<000009A0>,2,1,43392,19008,256,0.0
?,0005CCC6,<0005CCC6>,2,1,43456,19520,143,0.0
?,0005EAC6,<0005EAC6>,2,1,43392,19264,128,0.0
?,0005CCE1,<0005CCE1>,2,2,50910,31768,14149,0.0
?,0005CCC3,<0005CCC3>,2,1,44160,19776,128,0.0
?,000EF052,<000EF052>,2,2,47236,24705,11850,0.0
?,000D8398,<000D8398>,2,1,37020,12490,165,0.0
?,00050D03,<00050D03>,2,1,36958,9684,90,0.0
?,0006A0BA,<0006A0BA>,2,2,52418,46323,39402,0.0
?,0005D6E4,<0005D6E4>,2,2,43568,23835,14419,0.0
?,00038B0F,<00038B0F>,2,2,40298,27091,17535,0.0
?,00038B0D,<00038B0D>,2,2,58859,33858,32595,0.0
?,000D839C,<000D839C>,2,1,35880,11772,23,0.0
?,000D8396,<000D8396>,2,1,36533,11143,151,0.0
?,0009174D,<0009174D>,2,2,49058,67386,5524,0.0
STAT,0201D9EC,DLC2GlacierRubbleTrim02_LightSN,2,1,49989,62271,876,0.0
STAT,0203A121,DLC2HandCartCrate_LightSN,2,2,63107,66894,8468,0.0
?,0002A338,<0002A338>,2,2,63468,66569,8192,0.0
STAT,02035346,ApoControlRing01Snow_H,2,2,63028,66950,8345,0.0
?,000C5497,<000C5497>,2,2,57262,59691,372,0.0
STAT,02033C8C,ApoExtTowerArchBig01,2,2,55559,56871,966,0.0
STAT,02036A73,DLC2GlowFillBlack,2,1,48761,61004,42,0.0
STAT,0202BD94,NorExtRubblePiece02_HeavySN,2,1,49004,59631,132,0.0
?,0005ACDB,<0005ACDB>,2,1,40001,58971,31,0.0
ACTI,02028E90,DLC2MineGemSapphire02,2,2,36218,64467,6003,0.0
?,0010D090,<0010D090>,2,2,42800,65294,6662,0.0
?,0010D044,<0010D044>,2,2,42780,65336,7571,0.0
?,00028A87,<00028A87>,2,2,54490,54820,1487,0.0
?,00026FCF,<00026FCF>,2,2,50726,65575,10987,0.0
?,00077C8E,<00077C8E>,2,2,45845,54107,5083,0.0
STAT,0201FE5E,ApoParPost01,2,1,53012,55690,500,0.0
MSTT,02018619,Campfire01LandBurning_LDirtSnowPath,2,2,54544,69561,18088,0.0
?,0003FF09,<0003FF09>,2,2,34865,52800,1968,0.0
?,000ECCE8,<000ECCE8>,2,1,34500,56965,0,0.0
?,00061519,<00061519>,2,2,45063,53571,11382,0.0
?,000C51FF,<000C51FF>,2,2,57383,50424,5008,0.0
?,00035F4C,<00035F4C>,2,2,45073,50948,9158,0.0
?,000800DE,<000800DE>,2,2,66994,54165,13086,0.0
STAT,0202074E,DLC2DweRubblePile06,2,2,72900,45577,16302,0.0
?,0005B09D,<0005B09D>,2,1,54946,50087,256,0.0
STAT,0201F15A,DLC2DwePlatBgWall02,2,1,56871,50367,256,0.0
?,0006100A,<0006100A>,2,1,43351,49454,665,0.0
?,0006E03F,<0006E03F>,2,2,41770,62215,12629,0.0
?,0002F5B2,<0002F5B2>,2,1,35673,52447,223,0.0
?,0003AD54,<0003AD54>,2,1,36113,52950,18,0.0
?,000F9663,<000F9663>,2,1,35892,51860,435,0.0
?,00091A05,<00091A05>,2,1,35625,52065,549,0.0
?,00035F47,<00035F47>,2,2,39818,47836,5453,0.0
?,0005055C,<0005055C>,2,2,39185,63376,13305,0.0
?,0002EC1F,<0002EC1F>,2,2,61616,45745,4070,0.0
?,000C1ADD,<000C1ADD>,2,2,61973,74798,26534,0.0
?,00068DE4,<00068DE4>,2,2,61321,74915,25983,0.0
?,0003D4B2,<0003D4B2>,2,2,60288,50136,10604,0.0
STAT,02028B22,DLC2ExpSpiderSnotKitWall03,2,2,42606,59288,14137,0.0
?,00020668,<00020668>,2,1,51806,48273,9,0.0
?,000455DF,<000455DF>,2,1,43895,43807,640,0.0
?,0008E5FE,<0008E5FE>,2,1,42991,43878,48,0.0
?,00034D30,<00034D30>,2,1,43865,44345,8,0.0
?,00054623,<00054623>,2,2,52700,41772,9049,0.0
?,0001C0C5,<0001C0C5>,2,2,40096,56279,11979,0.0
?,000747FB,<000747FB>,2,2,52890,63297,24122,0.0
?,00054175,<00054175>,2,2,67678,44951,7362,0.0
STAT,0202956E,DLC2MountainCliff02_Ash,2,2,66201,29287,13616,0.0
?,0003F95A,<0003F95A>,2,2,58486,37646,8342,0.0
STAT,0201C652,DLC2CastleGlacier03,2,2,34525,91149,1491,0.0
?,0010D079,<0010D079>,2,2,60539,85255,1354,0.0
?,0002BCA5,<0002BCA5>,2,2,45071,78338,10757,0.0
?,000481AD,<000481AD>,2,1,41482,84988,50,0.0
?,000C792E,<000C792E>,2,2,57253,78543,15670,0.0
CONT,0202AAC2,DLC2TreasDraugrChestBoss,2,2,46382,75408,9149,0.0
?,000B1B7C,<000B1B7C>,2,1,43353,83884,15,0.0
?,0005DFE4,<0005DFE4>,2,1,42375,84408,249,0.0
?,00054963,<00054963>,2,2,35128,78454,4628,0.0
?,00046031,<00046031>,2,2,54938,84979,21307,0.0
?,000B62F1,<000B62F1>,2,2,51362,78557,2039,0.0
CONT,0202C463,DLC2TreasExplorerLootChestSnow,2,2,61067,76583,11479,0.0
?,00097831,<00097831>,2,1,47260,80929,282,0.0
?,00026FCE,<00026FCE>,2,2,46679,77560,1531,0.0
?,000F2459,<000F2459>,2,2,68251,79398,6556,0.0
STAT,02039F25,TreePineForestLog01_Sn,2,1,58093,76022,270,0.0
?,00025849,<00025849>,2,2,59100,74556,25849,0.0
ACTI,02038531,DLC2MQ03FreaSceneTrigger,2,2,63310,71610,2233,0.0
?,00044B9F,<00044B9F>,2,2,54798,70107,5126,0.0
?,00044B87,<00044B87>,2,2,51166,70329,919,0.0
STAT,0203280D,DLC2NorTmpExtPlatCorIn01_LightSN,2,2,50130,69016,768,0.0
?,000860C1,<000860C1>,2,2,37318,71459,3960,0.0
ACTI,02026D51,DLC2ExpSpiderFrostEggJumping,2,1,33246,70279,300,0.0
?,00071826,<00071826>,2,1,33112,69885,0,0.0
?,0007F94E,<0007F94E>,2,1,49695,68254,363,0.0
?,0006E1EC,<0006E1EC>,2,2,42396,66522,9566,0.0
?,000BB8C4,<000BB8C4>,2,2,58539,75325,10407,0.0
?,000C49EA,<000C49EA>,2,1,50468,68411,600,0.0
?,000AF5FD,<000AF5FD>,2,2,65205,48313,24339,0.0
MSTT,02018616,Campfire01LandBurning_SnowRocks,2,2,58377,70204,14800,0.0
?,0004F8E8,<0004F8E8>,2,1,42792,67564,115,0.0
?,000B946E,<000B946E>,2,1,79877,28889,368,0.0
STAT,02020E64,DLC2dunKolbjornAshMound02,2,1,79898,28838,319,0.0
STAT,0203C389,DLC2Tombstone03VolcanicAsh,2,1,79828,28806,398,0.0
STAT,02017E9D,VolcanicPlateau02VolcanicAsh01,2,2,67030,29901,2474,0.0
STAT,02030E99,DLC2TelvanniRoot01,2,2,76381,24247,1100,0.0
STAT,02030E9A,DLC2TelvanniRoot02,2,2,75664,24763,2132,0.0
STAT,02030E95,DLC2TelvanniGourdHouseExt02,2,1,75409,24016,1255,0.0
SOUN,02028B66,AMBVolcanoBBLPmarker,2,2,90469,-422,13188,0.0
SOUN,02028B69,AMBVolcanoBLPmarker,2,2,90468,-462,13318,0.0
?,000EF59C,<000EF59C>,2,2,74614,58437,6042,0.0
?,000E7592,<000E7592>,2,1,68095,64023,969,0.0
?,000E758D,<000E758D>,2,2,68097,62607,1441,0.0
?,00041EC7,<00041EC7>,2,1,80043,57989,621,0.0
?,000C234D,<000C234D>,2,2,82249,49103,8907,0.0
?,000F4315,<000F4315>,2,1,80013,58718,13,0.0
?,00084D1C,<00084D1C>,2,2,82485,49465,9461,0.0
?,000CBB2F,<000CBB2F>,2,1,80042,58148,540,0.0
?,0002EDA0,<0002EDA0>,2,2,73031,51556,8713,0.0
?,00030123,<00030123>,2,1,70943,51187,22,0.0
?,0005B7E2,<0005B7E2>,2,1,71120,50924,700,0.0
?,000B879D,<000B879D>,2,2,85868,41221,1924,0.0
?,000D5C40,<000D5C40>,2,1,87798,41573,325,0.0
STAT,020209BE,DLC2DweRmSmCounterHalf01,2,1,87705,41558,11,0.0
STAT,02020751,DLC2DweRubblePileCeiling01,2,2,85104,40182,2387,0.0
STAT,0201EDE0,DLC2DweFacadeTowerArch1x4Hall,2,2,85077,40112,2271,0.0
STAT,020209B3,DLC2DweWallCap02,2,1,82592,41891,1000,0.0
STAT,0201DFFC,DLC2DweFacadeBridgeRampCCW01,2,2,85968,40176,1248,0.0
STAT,0201DFFD,DLC2DweFacadeBridgeRampCW01,2,2,84745,41368,1311,0.0
STAT,0201EDD9,DLC2DweFacadeTowerArch1x4,2,2,84802,41557,1084,0.0
?,000EC19B,<000EC19B>,2,2,82611,41853,1099,0.0
STAT,020322B0,DLC2DweClutterTrough01,2,2,82243,42069,2062,0.0
?,000B7E7F,<000B7E7F>,2,2,66539,40782,433,0.0
STAT,020264F6,DLC2DweReadRmEXTShaftRm01,2,1,88814,38888,1088,0.0
STAT,020264FD,DLC2DweStatueBustCenturion01,2,1,88301,39184,576,0.0
STAT,020264F7,DLC2DweReadRmFirepot01,2,1,88800,38896,0,0.0
?,0008E823,<0008E823>,2,1,88957,38817,306,0.0
?,0001ED66,<0001ED66>,2,1,88169,39067,654,0.0
?,0001ED69,<0001ED69>,2,1,88337,39357,654,0.0
?,0005511E,<0005511E>,2,1,85106,40091,0,0.0
?,000D8E8B,<000D8E8B>,2,1,66736,92740,491,0.0
?,0006A0A9,<0006A0A9>,2,2,77222,76648,11428,0.0
?,000BB8C7,<000BB8C7>,2,2,76602,75546,13863,0.0
?,00080E3B,<00080E3B>,2,1,66922,82761,273,0.0
?,000B5993,<000B5993>,2,2,75528,77070,9484,0.0
?,00026959,<00026959>,2,2,80313,74263,8403,0.0
?,0002A572,<0002A572>,2,1,84565,72306,300,0.0
?,0002521F,<0002521F>,2,1,84156,72295,456,0.0
?,00071CF3,<00071CF3>,2,1,74909,69790,1,0.0
STAT,0202A8E0,DLC2SkaalVilTotemArch01,2,1,75818,70888,698,0.0
?,00053908,<00053908>,2,2,74176,69560,3486,0.0
?,0008278D,<0008278D>,2,1,75052,70684,165,0.0
?,000627EA,<000627EA>,2,1,72993,71598,978,0.0
?,0003E22D,<0003E22D>,2,1,72918,70626,130,0.0
STAT,02029452,DLC2SkaalVilFishHut01,2,1,72993,71603,974,0.0
?,0006EAAE,<0006EAAE>,2,2,72380,70577,1033,0.0
?,0006EAB7,<0006EAB7>,2,1,72234,71929,136,0.0
?,000BB953,<000BB953>,2,1,71471,70140,84,0.0
?,0004F007,<0004F007>,1,1,50485,89890,0,0.0
STAT,02032468,RedoranHut02,1,1,25581,37416,0,0.0
ACTI,02025822,DLC2RRESKickoffTrigger,1,1,28994,33470,0,0.0
?,00068531,<00068531>,1,1,29156,35753,0,0.0
ACTI,02037AE6,DLC2HermaeusMoraFaceFXAct,1,1,74254,71271,0,0.0
?,00050351,<00050351>,1,1,29039,33397,0,0.0
FURN,02039BA7,DLC2TentacleWordBurnMarker,1,1,74620,70658,0,0.0
ACTI,02019663,DLC2dunKarstaagThroneTrig,1,1,33255,91508,0,0.0
FURN,0203143F,DLC2_ChildSitOnKneesMarker,1,1,73682,70697,0,0.0
STAT,0202B246,DLC2SkaalVilFarmWell01,1,1,73567,70664,0,0.0
FURN,0203C71A,PickaxeMiningTableMarker_IgnoredBySandbox,1,1,39892,26619,0,0.0
ACTI,0201EDAD,dlc2StandingStoneSunACT,1,1,72850,34672,0,0.0
ACTI,0201EDAB,dlc2StandingStoneTreeACT,1,1,56369,62501,0,0.0
?,00065C9D,<00065C9D>,1,1,41460,56966,0,0.0
CONT,02035E25,DLC2dunFrostmoonTreasChest,1,1,40860,57096,0,0.0
?,000C227B,<000C227B>,1,1,42796,67553,0,0.0
BOOK,0203537C,DLC2POIUshaNote01,1,1,65377,47268,0,0.0
?,00077281,<00077281>,1,1,65558,46740,0,0.0
?,0003B072,<0003B072>,1,1,61894,40121,0,0.0
STAT,0201BBBD,DLC2VvardenfellPlume,1,1,166404,-88157,0,0.0
FURN,0203A491,DLC2PickaxeMiningFloorMarker_Stalhrim,1,1,28805,78585,0,0.0
CONT,02031DB4,dlc2MerchMerchantsChest,1,1,57751,44235,0,0.0
?,000AD6D4,<000AD6D4>,1,1,37520,26192,0,0.0
?,00000004,<00000004>,1,1,32456,32757,0,0.0
STAT,02029D26,MQ03SkaalVillageBarrier01,1,1,74543,70649,0,0.0
?,00037CFE,<00037CFE>,1,1,25889,55493,0,0.0
ACTI,0201EDA7,dlc2StandingStoneWindACT,1,1,63321,75289,0,0.0
ACTI,0201EDB1,dlc2StandingStoneEarthACT,1,1,22903,30924,0,0.0
?,0010C4B0,<0010C4B0>,1,1,85249,-391,0,0.0
?,0010C4BF,<0010C4BF>,1,1,93749,-35313,0,0.0
?,0010C4BC,<0010C4BC>,1,1,82218,1800,0,0.0
?,0010C4CE,<0010C4CE>,1,1,104196,-8768,0,0.0
ACTI,02026643,ApoExtTowerBaseDias01,1,1,56361,62475,0,0.0
CONT,02027E09,DLC2SV02AncarionChest,1,1,23208,94275,0,0.0
DOOR,0201D4BC,DLC2dunNchardakDoorSeal,1,1,88093,39304,0,0.0
ACTI,02027436,DLC2NorWordWallWordGol,1,1,41841,82884,0,0.0
?,00021703,<00021703>,1,1,41855,82680,0,0.0
?,00021704,<00021704>,1,1,42331,83302,0,0.0
CONT,02027108,DLC2ThirskBlacksmithChest,1,1,67670,57673,0,0.0
ACTI,0201EDA9,dlc2StandingStoneWaterACT,1,1,21601,64428,0,0.0
BOOK,02018108,DLC2dunKolbjornRalisJournal01,1,1,37626,26014,0,0.0
CONT,0202501C,DLC2RRMiloreVendorChest,1,1,28894,36978,0,0.0
CONT,02025020,DLC2RRFethisVendorChest,1,1,28788,37072,0,0.0
CONT,0202501D,DLC2RRGloverVendorChest,1,1,28774,36919,0,0.0
CONT,0202501F,DLC2RRGarynVendorChest,1,1,28793,36979,0,0.0
?,000E9E08,<000E9E08>,1,1,43395,19083,0,0.0
?,000CAE0B,<000CAE0B>,1,1,67662,57951,0,0.0
ACTI,0201EDA5,dlc2StandingStoneBeastACT,1,1,62735,58610,0,0.0
CONT,0201DC65,DLC2dunFrostmoonVendorChest,1,1,41363,57223,0,0.0
?,0010C4C3,<0010C4C3>,1,1,71759,-18730,0,0.0
?,0010C4CC,<0010C4CC>,1,1,96776,-97578,0,0.0
?,0010C4B7,<0010C4B7>,1,1,61668,-55363,0,0.0
?,0010C4C6,<0010C4C6>,1,1,75383,-57907,0,0.0
?,0010C4CF,<0010C4CF>,1,1,114189,-69552,0,0.0
?,0010C4B9,<0010C4B9>,1,1,129853,-48584,0,0.0
?,0004B484,<0004B484>,1,1,23892,79924,0,0.0
FURN,0202B074,DLC2CraftingBlackSmithSkaalForge,1,1,74535,69981,0,0.0
?,000CD6BF,<000CD6BF>,1,1,34197,56960,0,0.0
FURN,0203D2BC,DLC2FreaCrouchedMarker,1,1,74599,70598,0,0.0
?,00029CB0,<00029CB0>,1,1,35466,52369,0,0.0
TACT,0201C0AB,DLC2MQ05HermaeusMora,1,1,74498,70798,0,0.0
?,00037A29,<00037A29>,1,1,36109,10485,0,0.0
FURN,0202C0B4,BedrollHay01LDirtPath01R,1,1,79497,57827,0,0.0
MSTT,0202C0B0,Campfire01LandBurningDirtPath01,1,1,80548,58143,0,0.0
?,000988DF,<000988DF>,1,1,59795,71748,0,0.0
?,00098665,<00098665>,1,1,59806,71967,0,0.0
?,00108D3C,<00108D3C>,1,1,72031,70837,0,0.0
?,00036ADB,<00036ADB>,1,1,55928,50183,0,0.0
?,0007C914,<0007C914>,1,1,51841,25064,0,0.0
DOOR,02038BAD,DLC2TelMithrynDoor02,1,1,76802,23057,0,0.0
ACTI,02028110,DLC2dunNchardakExtrudePedestal,1,1,88088,39504,0,0.0
DOOR,0202A56C,DLC2ThirskMeadHallDoors,1,1,67430,58567,0,0.0
?,000FD934,<000FD934>,1,1,32677,31875,0,0.0
STAT,02038A34,DLC2RRDockPier02,1,1,28746,32678,0,0.0
STAT,0201B924,DLC2RRBulwarkAngle01,1,1,30182,31243,0,0.0
STAT,0201B922,DLC2RRBulwarkEntry01,1,1,32343,32491,0,0.0
STAT,0203A11F,DLC2CrateSmall01Weathered_LightAsh,1,1,22267,31725,0,0.0
ACTI,0202BF18,DLC2RRShrineTrigger,1,1,22971,30963,0,0.0
STAT,0203534F,ApoApoControlRingStones01VolcanicTundraRocks01,1,1,22092,31209,0,0.0
ARMO,0201CD94,DLC2ArmorBonemoldGauntlets,1,1,27363,22710,0,0.0
?,0005AD45,<0005AD45>,1,1,27397,22713,0,0.0
BOOK,0202826A,DLC2Book4RareNchunaksFireandFaith,1,1,29784,64434,0,0.0
?,00074FE4,<00074FE4>,1,1,30956,65422,0,0.0
STAT,020298F7,DLC2RieklingBridgeStart01Snow,1,1,30310,64535,0,0.0
STAT,020298E0,DLC2dunFahlbtharzDweRubblePileCeiling01_Snow,1,1,31949,65080,0,0.0
?,000BFDBB,<000BFDBB>,1,1,29882,65072,0,0.0
?,00097A03,<00097A03>,1,1,29895,64560,0,0.0
?,000FF8EB,<000FF8EB>,1,1,29895,64560,0,0.0
?,000F540A,<000F540A>,1,1,29859,64565,0,0.0
?,0003CED5,<0003CED5>,1,1,21930,63491,0,0.0
STAT,02027E5F,ApoControlRingArchPart01,1,1,21475,65304,0,0.0
STAT,0203534D,ApoControlRing01,1,1,21601,64428,0,0.0
?,000E3734,<000E3734>,1,1,17347,62164,0,0.0
?,000C2104,<000C2104>,1,1,24675,61118,0,0.0
?,000D204A,<000D204A>,1,1,25592,54817,0,0.0
?,0003E631,<0003E631>,1,1,25530,55518,0,0.0
?,000DA628,<000DA628>,1,1,25527,55521,0,0.0
?,00043CD0,<00043CD0>,1,1,25924,55501,0,0.0
?,0004620F,<0004620F>,1,1,20855,53490,0,0.0
?,0003452F,<0003452F>,1,1,21673,52925,0,0.0
ALCH,020248CC,DLC2Shein,1,1,21624,52980,0,0.0
ALCH,020248CE,DLC2Matze,1,1,21646,52981,0,0.0
?,000E8B39,<000E8B39>,1,1,21682,52877,0,0.0
CONT,0202C456,DLC2TreasWarlockChestBoss,1,1,29511,45311,0,0.0
?,000F03E3,<000F03E3>,1,1,25625,46929,0,0.0
BOOK,0202826E,DLC2Book1CheapPoisonSong1,1,1,25627,46937,0,0.0
BOOK,02029102,DLC2Book3ValuableTrap,1,1,25596,46897,0,0.0
BOOK,0203B052,DLC2Book2CommonTheReclamations,1,1,25604,46905,0,0.0
?,0003AD93,<0003AD93>,1,1,25635,46957,0,0.0
ARMO,02037066,DLC2DarkElfOutfitRed,1,1,25435,47174,0,0.0
STAT,02038AF7,DLC2RockPileL04VolcanicAshTundra01,1,1,26303,48103,0,0.0
?,0002EDF5,<0002EDF5>,1,1,26322,47926,0,0.0
?,00044B8A,<00044B8A>,1,1,25920,47653,0,0.0
?,0003B3CC,<0003B3CC>,1,1,25557,47794,0,0.0
?,0010E9E5,<0010E9E5>,1,1,25551,48163,0,0.0
?,0010E9E9,<0010E9E9>,1,1,25907,48324,0,0.0
?,00044B88,<00044B88>,1,1,25903,48228,0,0.0
?,0003EADD,<0003EADD>,1,1,24867,46823,0,0.0
?,00064B3E,<00064B3E>,1,1,25110,46710,0,0.0
?,00104B40,<00104B40>,1,1,25136,46831,0,0.0
INGR,0201CD74,DLC2AshCreepCluster,1,1,25069,46422,0,0.0
ARMO,0201CD86,DLC2ArmorChitinLightBoots,1,1,25079,46420,0,0.0
?,00019B15,<00019B15>,1,1,25345,46946,0,0.0
?,00031038,<00031038>,1,1,25435,47058,0,0.0
?,0005F227,<0005F227>,1,1,25415,46493,0,0.0
?,000BAD0C,<000BAD0C>,1,1,24921,46493,0,0.0
BOOK,02031CC8,DLC2dunBloodskalNote01,1,1,26141,47604,0,0.0
?,000A44B0,<000A44B0>,1,1,26122,47553,0,0.0
?,0006717F,<0006717F>,1,1,25672,48345,0,0.0
?,0002BCD5,<0002BCD5>,1,1,25614,48344,0,0.0
?,000C2BFC,<000C2BFC>,1,1,25994,47821,0,0.0
?,000C2BFE,<000C2BFE>,1,1,26002,47706,0,0.0
FURN,02035038,DLC2DarkElfBed01L,1,1,25889,48299,0,0.0
ACTI,0202B10E,DLC2RR03ExitTrigger,1,1,27269,46098,0,0.0
?,0001E684,<0001E684>,1,1,25229,46806,0,0.0
?,00026F77,<00026F77>,1,1,25975,47046,0,0.0
?,00028AA7,<00028AA7>,1,1,26578,46492,0,0.0
?,00026F7B,<00026F7B>,1,1,24579,46661,0,0.0
?,0010D053,<0010D053>,1,1,29894,44015,0,0.0
?,00020154,<00020154>,1,1,19785,41499,0,0.0
?,0001E1A2,<0001E1A2>,1,1,29670,40446,0,0.0
?,00108E08,<00108E08>,1,1,29446,36892,0,0.0
MSTT,02038455,DLC2BannerGeneralGoods01,1,1,29463,37873,0,0.0
STAT,02032487,RedoranHut04,1,1,30982,36874,0,0.0
STAT,02038EAD,DLC2CliffBasaltStraightMine,1,1,30015,40661,0,0.0
STAT,02020FEB,DLC2BasaltRubblePile01,1,1,30184,39153,0,0.0
STAT,02032467,RedoranHut03,1,1,29923,38232,0,0.0
STAT,0203514E,RedoranWell01,1,1,29445,36890,0,0.0
STAT,0201CAF4,RedoranHut01,1,1,28121,37188,0,0.0
MISC,02017719,DLC2ExpSpiderAlbinoButt,1,1,23824,39437,0,0.0
?,000C8919,<000C8919>,1,1,23805,39423,0,0.0
?,000D987F,<000D987F>,1,1,23823,39381,0,0.0
?,000D8277,<000D8277>,1,1,23823,39381,0,0.0
STAT,020325F7,DLC2dunHaknirsLandscapeFloor01,1,1,19821,40342,0,0.0
MSTT,0203BD5E,DLC2SignRRBlacksmith01,1,1,29357,36208,0,0.0
STAT,02035D52,RedoranAshPit02,1,1,31774,35413,0,0.0
STAT,02039E65,RedoranBaseStairs01,1,1,32158,34747,0,0.0
STAT,02039E62,DLC2RRFence01A,1,1,30696,35473,0,0.0
SOUN,0201DEF5,AMBHarborRigging02LP,1,1,28782,33364,0,0.0
?,000B09F0,<000B09F0>,1,1,29293,36176,0,0.0
?,00064AF4,<00064AF4>,1,1,28741,36756,0,0.0
STAT,0202C1DC,DLC2RRBuilding02,1,1,30228,34733,0,0.0
?,000D54FF,<000D54FF>,1,1,28756,36696,0,0.0
STAT,02039E5F,DLC2RRDockPier01A,1,1,29652,33220,0,0.0
STAT,02038A2C,DLC2RRDockStr4way01,1,1,30475,33744,0,0.0
FURN,0203CF6E,DLC2CraftingBlackSmithForge,1,1,29220,35997,0,0.0
STAT,0203A47B,DLC2RRBuilding03,1,1,28862,35536,0,0.0
STAT,02038A36,DLC2RRDockStr02A,1,1,28381,35273,0,0.0
MSTT,02038456,DLC2BannerAlchemy01,1,1,28554,36764,0,0.0
SOUN,0201DEF0,AMBHarbor01,1,1,27985,36217,0,0.0
SOUN,0201DEF4,AMBHarborRigging01LP,1,1,27477,33761,0,0.0
STAT,0201C653,DLC2CastleGlacier04,1,1,31328,90196,0,0.0
?,00034CD8,<00034CD8>,1,1,24771,93188,0,0.0
?,00070BC2,<00070BC2>,1,1,24850,93187,0,0.0
?,0003FA65,<0003FA65>,1,1,24895,92992,0,0.0
?,0005CCE6,<0005CCE6>,1,1,24839,93133,0,0.0
?,0005CCE4,<0005CCE4>,1,1,25099,93010,0,0.0
?,0005CCE5,<0005CCE5>,1,1,24586,93000,0,0.0
?,0001CF2B,<0001CF2B>,1,1,24903,93178,0,0.0
?,000877A7,<000877A7>,1,1,24778,93240,0,0.0
?,0007A619,<0007A619>,1,1,22674,93209,0,0.0
?,0005ACE3,<0005ACE3>,1,1,21832,93621,0,0.0
?,000D2017,<000D2017>,1,1,21722,92665,0,0.0
?,0009252A,<0009252A>,1,1,22929,93074,0,0.0
?,000AE63B,<000AE63B>,1,1,22096,92743,0,0.0
?,000BED98,<000BED98>,1,1,21898,93216,0,0.0
?,00097705,<00097705>,1,1,22293,92271,0,0.0
?,00084CEB,<00084CEB>,1,1,24727,88340,0,0.0
LIGH,0202ACF6,DLC2CZLightCampFireShadow01,1,1,17622,82384,0,0.0
?,000F5DB0,<000F5DB0>,1,1,19456,84017,0,0.0
CONT,02028211,TreasRieklingChestEMPTY,1,1,17865,83203,0,0.0
?,000C12FC,<000C12FC>,1,1,19194,83835,0,0.0
?,0004DCAE,<0004DCAE>,1,1,29176,78763,0,0.0
?,000B945A,<000B945A>,1,1,29195,78761,0,0.0
?,00025848,<00025848>,1,1,29194,78783,0,0.0
?,00025845,<00025845>,1,1,29194,78783,0,0.0
?,00025843,<00025843>,1,1,29194,78783,0,0.0
?,000D5715,<000D5715>,1,1,23941,80457,0,0.0
?,000C585E,<000C585E>,1,1,23709,79891,0,0.0
ACTI,02028E92,DLC2MineGemSapphire03,1,1,32546,69838,0,0.0
?,00013251,<00013251>,1,1,24185,70665,0,0.0
?,0006DD63,<0006DD63>,1,1,32021,65734,0,0.0
?,000DC850,<000DC850>,1,1,30960,65846,0,0.0
?,000765F8,<000765F8>,1,1,31145,65681,0,0.0
?,00055C0E,<00055C0E>,1,1,30960,65864,0,0.0
?,0006DD65,<0006DD65>,1,1,32021,65734,0,0.0
?,0006DD69,<0006DD69>,1,1,30956,65550,0,0.0
?,0006DD67,<0006DD67>,1,1,30911,66808,0,0.0
?,0006DD5F,<0006DD5F>,1,1,29913,66293,0,0.0
?,00055120,<00055120>,1,1,30514,66211,0,0.0
?,00055123,<00055123>,1,1,30960,65864,0,0.0
?,000310A5,<000310A5>,1,1,26010,66639,0,0.0
?,000EC321,<000EC321>,1,1,28095,100002,0,0.0
STAT,0203244A,DLC2RRTunnel01,1,1,32880,31536,0,0.0
MSTT,02019AD4,DLC2FXAmbAshBlowingConstant01,1,1,64353,25080,0,0.0
MSTT,0201A56D,DLC2ScatteredEmbers02,1,1,64935,25861,0,0.0
MSTT,0201A56B,DLC2FXFlamingRockDebrisSmall,1,1,64787,25347,0,0.0
MSTT,0201A56A,DLC2FXFlamingRockDebris,1,1,64992,25331,0,0.0
?,0006A0AB,<0006A0AB>,1,1,53237,25249,0,0.0
?,000513B7,<000513B7>,1,1,51048,24842,0,0.0
?,000513B6,<000513B6>,1,1,51048,25866,0,0.0
?,000513B9,<000513B9>,1,1,52584,25866,0,0.0
?,00040B0A,<00040B0A>,1,1,50783,24906,0,0.0
